search_topic,openlibrary_work_key,title,author_name,first_publish_year,publish_years,subjects,languages,edition_count,publishers,publication_places
artificial intelligence,/works/OL42541627W,Building A God,Christopher Dicarlo,2025,2025,Science,eng,1,"Rowman & Littlefield Publishers, Incorporated",
artificial intelligence,/works/OL42541649W,Artificial Intelligence and the Future of Orthodontic Treatments,Ali Manghabati,2025,2025,,eng,1,Tarjoman Negar,
artificial intelligence,/works/OL42541900W,Artificial Intelligence and BCIs in Healthcare,Chandra P. Sharma; Vinoy Thomas; Arie Nakhmani; Rachel June Smith,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42542126W,Hospital Manager's Guide to Artificial Intelligence,Smaranda Belciug,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42542152W,"Handbook on Big Data, Artificial Intelligence and Cities",Dani Broitman; Katarzyna Kopczewska; Daniel Czamanski,2025,2025,,eng,1,"Elgar Publishing Limited, Edward",
artificial intelligence,/works/OL42542270W,Generative Artificial Intelligence,R. Nidhya; D. Pavithra; Manish Kumar; A. Dinesh Kumar; S. Balamurugan,2025,2025,,eng,3,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42542469W,Navigating Artificial Intelligence Cul,Warwick JAILLANT,2025,2025,,eng,1,UCL Press,
artificial intelligence,/works/OL42542574W,Artful AI in Writing Instruction,Brett Vogelsinger,2025,2025,,eng,1,Corwin Press,
artificial intelligence,/works/OL42542751W,Generative Artificial Intelligence and Ethics for Healthcare,Loveleen Gaur; Ajith Abraham,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42542796W,Applied Cognitive Computing and Artificial Intelligence,Hamid R. Arabnia; Ken Ferens; Leonidas Deligiannidis,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42542857W,Humanism and Artificial Intelligence,Antonino Vaccaro; Rosa Fioravante,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42542905W,How to Win,Isabella Tisenhusen,2025,2025,,eng,1,Bloomsbury Publishing Plc,
artificial intelligence,/works/OL42569791W,World Remade by Artificial Intelligence,Shalini S. Gopalkrishnan; Joaquin Jay Gonzalez III,2025,2025,,eng,1,"McFarland & Company, Incorporated Publishers",
artificial intelligence,/works/OL42542954W,Artificial Intelligence and Law in the Communication Professions,Cayce Myers,2025,2025,Law,eng,1,Routledge,
artificial intelligence,/works/OL42542997W,Artificial Intelligence,Arthur G O Mutambara,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42543020W,Generative Artificial Intelligence Empowered Learning,Mahmoud Elkhodr; Ergun Gide,2025,2025,,eng,2,CRC Press LLC,
artificial intelligence,/works/OL42543040W,Generative Artificial Intelligence in Healthcare,Rajendra Kumar; Shankar Ramamoorthy; Vishal Jain; Utku Kose; Ong Eng Tek,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42543075W,Smart Applications of Artificial Intelligence and Big Data,Salwa Belaqziz; Salma El Hajjami; Hicham Amellal; Redouan Lahmyed; Lahcen Koutti,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42543468W,"Cambridge Handbook of the Law, Ethics and Policy of Artificial Intelligence",Nathalie A. Smuha,2025,2025,Law,eng,1,Cambridge University Press,
artificial intelligence,/works/OL42543707W,Artificial Intelligence Assisted Structural Optimization,Adithya Challapalli; Guoqiang Li,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42552105W,Crash Course in Artificial Intelligence,Andrew Peterson,2025,2025,Computers; Computer software,eng,1,Staten House,
artificial intelligence,/works/OL42543973W,Digital Blockchain,Rishabha Malviya; Shristy Verma; Sonali Sundram; Harshil Shah,2025,2025,,eng,2,"de Gruyter GmbH, Walter",
artificial intelligence,/works/OL42544103W,"Biofuel Production, Performance and Emission Optimization : Statistical and Artificial Intelligence Tools",Manjunath Patel G. C.; Ajith B Suresh; Jagadish Jagadish; Arunkumar Shettigar; Olusegun David Samuel,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42544326W,Artificial Intelligence and Quantum Computing,Oscar Humberto Montiel Ross; Ulises Orozco-Rosas; Anabel Martínez-Vargas,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42544367W,Behavioral Biometrics and Artificial Intelligence for Neurodegenerative Diseases Assessment,Vincenzo Dentamaro; Donato Impedovo; Giuseppe Pirlo,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42544433W,Artificial Intelligence for Computational Fluid Dynamics,Kamarul Arifin Ahmad; Mohammad Jawaid; Balbir Singh,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42544495W,Edge Artificial Intelligence,Parikshit Narendra Mahalle; Mandar Pramod Diwakar; Vijaykumar Raghunath Ghule; Yashwant Sudhakar Ingle,2025,2025,,eng,1,Elsevier,
artificial intelligence,/works/OL42544548W,Regulation of Sex Robots,Carlotta Rigotti,2025,2025,Law,eng,1,Routledge,
artificial intelligence,/works/OL42544625W,Digital Defence,Ahlad Kumar; Naveen Kumar Chaudhary; Apoorva S. Shastri; Mangal Singh; Anand J. Kulkarni,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42544631W,Learning with Generative Artificial Intelligence,Yizhou Fan,2025,2025,,eng,1,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL42544668W,Trust in Generative Artificial Intelligence,Joanna Paliszkiewicz; Ireneusz D&#261;browski; Leila Halawi,2025,2025,,eng,1,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL42544718W,Artificial Intelligence Technologies for Smart and Sustainable Urban Transportation,Raj,2025,2025,,eng,1,"Wiley & Sons, Limited, John",
artificial intelligence,/works/OL42536696W,Convergence of Artificial Intelligence  and 6G Communication Networks,Pethuru Raj; Dr Muthu Ramachandran; Usha Sakthivel; N. Susila; Vijayan Asari,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42536794W,Artificial Intelligence Applications for Brain-Computer Interfaces,Abdulhamit Subasi; Saeed Mian Qaisar; Akash Kumar Bhoi; Parvathaneni Naga Srinivasu,2025,2025,,eng,2,Elsevier Science & Technology Books; Elsevier Science & Technology,
artificial intelligence,/works/OL42536868W,Quantum Health AI,Dominique J. Monlezun,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42536983W,Artificial Intelligence-Driven Models for Environmental Management,Shrikaant Kulkarni,2025,2025,,eng,3,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42537371W,Artificial Intelligence in Microbial Research,Babita Pandey; Devendra Pandey; Aditya Khamparia; Prof. Venkatesh Dutta; Valentina E. Balas,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42537454W,Embedded Artificial Intelligence,Arpita Nath Boruah; Mrinal Goswami; Manoj Kumar; Octavio Loyola-González,2025,2025,Engineering,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42544864W,Innovations in Cardio-Oncology,Sherry-Ann Brown,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL42545330W,Artificial Intelligence in Architecture and the Built Environment,Michal Sourek,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42545256W,Robust Theoretical Models in Medicinal Chemistry,Luciana Scotti; Marcus Tullius Scotti,2025,2025,,eng,1,Elsevier,
artificial intelligence,/works/OL42545267W,Artificial Intelligence for Smart Manufacturing and Industry X. 0,M. M. Manjurul Islam; Marcia Lourenco Baptista; Faisal Tariq,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42546053W,"Leveraging Artificial Intelligence in Cloud, Edge, Fog and Mobile Computing",Shrikaant Kulkarni; P. William; Vijaya Prakash; Jaiprakash Narain Dwivedi,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42546060W,Artificial Intelligence for Cyber Security and Industry 4. 0,Dinesh Sharma; Geetam Singh Tomar; Anand Jha,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL43453875W,Makineli Mizah,Ate Türk,2025,2025,artificial intelligence; genai,tur,1,Ate Türk,
artificial intelligence,/works/OL43536049W,Artificial Intelligence and Barbarism,Alexandros Schismenos,2025,2025,Artificial intelligence; Digital Humanism; Technoscepticism; Technoscience; Digital Commons,eng,1,Athens School,
artificial intelligence,/works/OL43676746W,Infinite War Epic,VAELIX,2025,2025,apocalyptic fiction; end of the world; Earth destruction; global catastrophe; sci-fi epic; dystopian future; world-ending events; cosmic horror; planetary collapse; post-human evolution; dark science fiction; mind-bending; cinematic storytelling; viral fiction; reality-bending; Earth rebirth; continent war; nuclear apocalypse; unknown force; planet unmaking; new era fiction; shock fiction; viral must-read; unstoppable chain reaction; artificial intelligence,,1,‎ Independently Published,Korea (South); Tokyo (Japan); Korea (North); China; usa; European Union countries; Moscow (Russia); India; Africa; South America
artificial intelligence,/works/OL43683440W,"The Age of Intelligent Economies, Shaping the Future of Human-AI Collaboration and Autonomy",,2025,2025,AI; Economy; BUSINESS & ECONOMICS; Artificial intelligence,,1,ERES,
artificial intelligence,/works/OL43691791W,Shattered Oaths,Marcio Araujo,2025,2025,"Fiction, science fiction, cyberpunk; Dystopian -- Fiction; free will; Neural implants; Futuristic cities; Artificial Intelligence - General; Government-controlled communities; Fugitive protagonists; mind-control; Identity, fiction; Betrayal, fiction; Action and adventure fiction; Technological oppression; Morally gray characters; Totalitarian regimes",,1,self Publish,
artificial intelligence,/works/OL43578429W,Ideal Regulations of Artificial Intelligence,Mezbah Uddin Rafi,2025,2025,Law Of Artificial Intelligence,,1,SSRN,
artificial intelligence,/works/OL42748903W,Why We Fear AI,Hagen Blix; Ingeborg Glimmer,2025,2025,Artificial intelligence; Capitalism; Surveillance,eng,1,Common Notions,
artificial intelligence,/works/OL42567023W,"Human Values, Ethics, and Dignity in the Age of Artificial Intelligence",Swati Chakraborty,2025,2025,,eng,1,IGI Global,
artificial intelligence,/works/OL42540463W,Applications of Artificial Intelligence in Common Dermatological Diseases,Howard Maibach; Esraa M. AlEdani,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42568578W,Data-Driven Management Achieving Business Excellence Through Big Data and Artificial Intelligence,"Jiang, Jida, 1st",2025,2025,Agriculture; Art,eng,1,Chinese Literature Press,
artificial intelligence,/works/OL42413916W,Data Strategy,Bernard Marr,2025,2025,,eng,1,"Kogan Page, Limited",
artificial intelligence,/works/OL42414112W,AI for Life,Celia Quillian,2025,2025,Science,eng,2,Adams Media Corporation,
artificial intelligence,/works/OL42414550W,Revolutionizing Medical Systems Using Artificial Intelligence,Ashish Kumar; Divya Singh,2025,2025,,eng,2,Elsevier Science & Technology Books; Elsevier Science & Technology,
artificial intelligence,/works/OL42405719W,Global Governance of the Transition to Artificial General Intelligence,Jerome Clayton Glenn,2025,2025,,eng,3,"de Gruyter GmbH, Walter",
artificial intelligence,/works/OL42405813W,Managerial Accounting,Joseph Ugrin; Amy Igou,2025,2025,,eng,2,"Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL42406157W,Role of Artificial Intelligence Applications in Business,Ra'ed Masa'deh; Allam Hamdan; Reem Khamis,2025,2025,,eng,2,Emerald Publishing Limited,
artificial intelligence,/works/OL42422541W,Silicon Shrink,Daniel Oberhaus,2025,2025,Internal medicine,eng,1,MIT Press,
artificial intelligence,/works/OL42431328W,12 Questions about Artificial Intelligence,Marne Ventura,2025,2025,,eng,1,Black Rabbit Books,
artificial intelligence,/works/OL42448911W,Theory of Artificial Cognition,Herman DeBoard,2025,2025,,eng,1,BookBaby,
artificial intelligence,/works/OL42424581W,What Is Artificial Intelligence?,George Anthony Kulz,2025,2025,,eng,3,"The Child's World, Inc",
artificial intelligence,/works/OL42416546W,Artificial Intelligence in the Food Industry,Insha Zahoor; Sajad Ahmad Wani; Tariq Ahmad Ganaie,2025,2025,,eng,2,Taylor & Francis Group; CRC Press LLC,
artificial intelligence,/works/OL42417376W,Artificial Intelligence for Reliability and Maintainability of Energy Systems,Fausto Pedro Garcia Marquez; René Vinicio Sánchez Loja; Mayorkinos Papaelias,2025,2025,,eng,1,Elsevier,
artificial intelligence,/works/OL42417451W,Generative Artificial Intelligence and Fifth Industrial Revolution,Domenico Marino; Melchiorre Monaca,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42417984W,"Network Games, Artificial Intelligence, Control and Optimization",Hélène Le Cadre; Yezekael Hayel; Bruno Tuffin; Tijani Chahed,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42418082W,Revolutionizing Healthcare,Thipendra P. Singh; Chandan Jyoti Kumar; Ajith Abraham; Kingsley Theophilus Igulu,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL42418188W,"Education, Artificial Intelligence, and Cognition",Kaustuv Roy,2025,2025,,eng,1,Palgrave Macmillan,
artificial intelligence,/works/OL42434882W,ArtiFISHal Intelligence,Crista Vance,2025,2025,Children's fiction; Technology,eng,1,Matt R. Vance,
artificial intelligence,/works/OL42426099W,Jobs and Artificial Intelligence,Haley Williams,2025,2025,,eng,2,"The Child's World, Inc",
artificial intelligence,/works/OL42547945W,"Decentralized Hydrogen Revolution Using Artificial Intelligence, Internet of Things, and Blockchain",Hossein Pourrahmani; Hossein Madi; Jan Van Herle,2025,2025,,eng,1,Elsevier,
artificial intelligence,/works/OL42547987W,Artificial Intelligence in Medicine and Healthcare,Ajay Kumar; Sangeeta Rani; Sarita Rathee; Naveen Hemrajani; Mamta Dahiya,2025,2025,,eng,1,Taylor & Francis Group,
artificial intelligence,/works/OL42548087W,Governance of Artificial Intelligence,Ray Eitel-Porter; Paul Dongha; Miriam Vogel,2025,2025,,eng,1,Bloomsbury Publishing Plc,
artificial intelligence,/works/OL42548128W,Artificial Intelligence and Biological Sciences,P. V. Mohanan,2025,2025,Biology,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42548158W,Quantum Computing and Artificial Intelligence in Logistics and Supply Chain Management,Pushan Kumar Dutta; Pronaya Bhattacharya; Jai Prakash Verma; Ashok Chopra; Neel Kanth Kundu,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42548164W,Artificial Intelligence in Heat Transfer,J. P. Abraham; J. M. Gorman,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL42548172W,Routledge Handbook of Artificial Intelligence and International Relations,Diego Brasioli; Laura Guercio; Giovanna Gnerre Landini; Andrea de Giorgio,2025,2025,,eng,1,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL42556878W,AI,Warren Singer,2025,2025,,eng,1,Cavendish Square Publishing LLC,
artificial intelligence,/works/OL42435916W,Machine Learning and Artificial Intelligence,Reza Rawassizadeh,2025,2025,Computers; Mathematics,eng,2,Rawassizadeh,
artificial intelligence,/works/OL42445066W,Generative AI for Beginners : Understanding Artificial Intelligence,Alex Quant,2025,2025,Computer software; Technology,eng,2,Longli Insight Publishing,
artificial intelligence,/works/OL42559685W,Artificial Intelligence's Impact on Legal Journals / Incidence de l'intelligence Artificielle Sur les Revues de Droit,Yan Campagnolo,2025,2025,,fre,1,University of Ottawa Press/Les Presses de l'Universite d'Ottawa,
